date,broker,buy_volume,sell_volume,buy_vwap,sell_vwap,start_balance,end_balance,efficiency_score,short_interest,profile
2024-11-29,Laurentian Bank,9353,31841,0.1976,0.1811,2293867,2227504,0.97,5769,Retail + Institutional
2024-11-29,HSBC Securities,5971,44264,0.17,0.179,8902639,8971661,0.86,17120,Retail + Institutional
2024-11-29,GMP Securities,37444,31906,0.2035,0.2075,1386214,1408526,0.92,17701,HNW
2024-11-29,Credential Securities,46375,1168,0.1707,0.1764,3096887,3134760,0.89,17683,HNW
2024-11-29,PI Financial,8424,30443,0.2259,0.1631,8728109,8635738,0.89,15219,Institutional
2024-11-29,Industrial Alliance,47607,37068,0.2465,0.1717,8737043,8791228,0.91,1663,Retail
2024-11-29,Edward Jones,32960,32834,0.2399,0.2015,7420402,7508737,0.72,16333,Institutional
2024-11-29,UBS Securities,38978,2476,0.1713,0.2434,1207090,1306873,0.8,15193,Institutional
2024-11-29,Goldman Sachs Canada,10049,37134,0.2406,0.1583,2763393,2817171,0.87,13051,Retail
2024-11-29,JP Morgan Canada,17904,18277,0.1821,0.2471,7251459,7225524,0.77,12657,Retail
2024-11-29,Morgan Stanley Canada,47249,47392,0.2211,0.2468,4478707,4492301,0.98,6421,Retail
2024-11-29,Merrill Lynch Canada,15332,27571,0.2217,0.2331,7724876,7762895,0.78,5561,Institutional
2024-11-29,Interactive Brokers Canada,7125,7189,0.2032,0.215,1536248,1634756,0.87,12168,Retail + Institutional
2024-12-02,RBC Capital Markets,12276,26440,0.1668,0.2372,2710010,2654233,0.88,16773,Institutional
2024-12-02,CIBC World Markets,42680,40102,0.1852,0.1554,8360411,8330192,0.98,19519,HNW
2024-12-02,TD Securities,49619,42657,0.2373,0.1814,6390459,6461111,0.81,3772,HNW
2024-12-02,BMO Nesbitt Burns,33753,35010,0.1768,0.2374,9191817,9287418,0.75,19079,Institutional
2024-12-02,Scotia Capital,34790,5817,0.2111,0.2188,6474003,6438885,0.76,14402,HNW
2024-12-02,National Bank Financial,43710,21171,0.2112,0.1948,3836075,3826399,0.88,16101,HNW
2024-12-02,Canaccord Genuity,20043,33430,0.1716,0.2387,1554282,1630558,0.74,1388,Retail
2024-12-02,Raymond James,14991,12551,0.1987,0.176,8076486,8018938,0.95,19471,Institutional
2024-12-02,Desjardins Securities,36125,19890,0.2302,0.2345,1204129,1265890,0.93,3176,Retail
2024-12-02,Laurentian Bank,28401,42397,0.1627,0.1878,7095108,7010292,0.8,1346,Retail + Institutional
2024-12-02,HSBC Securities,23306,48978,0.2379,0.1996,1032833,1116834,0.84,5938,HNW
2024-12-02,GMP Securities,24346,8879,0.1748,0.2373,1256034,1160604,0.95,13367,Retail
2024-12-02,Credential Securities,44849,32982,0.1821,0.2351,3355008,3322660,0.84,11750,Institutional
2024-12-02,PI Financial,47496,23565,0.2105,0.2134,3740242,3662268,0.95,17040,Retail
2024-12-02,Industrial Alliance,47013,10502,0.234,0.2188,5703340,5777893,0.96,3376,Retail + Institutional
2024-12-02,Edward Jones,23464,34009,0.1736,0.2031,6174811,6211799,0.75,10997,HNW
2024-12-02,UBS Securities,29006,45141,0.2102,0.24,7941869,7968499,0.93,3006,Retail
2024-12-02,Goldman Sachs Canada,7110,11006,0.2209,0.2016,4848550,4933667,0.84,18217,HNW
2024-12-02,JP Morgan Canada,49349,45824,0.1784,0.1838,7727587,7691865,0.94,9762,Retail + Institutional
2024-12-02,Morgan Stanley Canada,40613,18673,0.1523,0.2076,8874259,8797804,0.97,1945,Retail
2024-12-02,Merrill Lynch Canada,41331,7223,0.2073,0.2475,8320861,8376030,0.99,4390,Retail + Institutional
2024-12-02,Interactive Brokers Canada,46152,1806,0.2227,0.2337,5113247,5070523,0.83,6354,Retail
2024-12-03,RBC Capital Markets,16678,35542,0.2256,0.1766,5933371,5984256,0.81,12330,Retail
2024-12-03,CIBC World Markets,32972,11825,0.1518,0.2088,9630626,9721579,0.96,3272,Institutional
2024-12-03,TD Securities,13905,26650,0.2451,0.2319,7254810,7189917,0.8,11985,Institutional
2024-12-03,BMO Nesbitt Burns,31701,31867,0.1754,0.1764,5561042,5463402,0.81,8132,Institutional
2024-12-03,Scotia Capital,30386,17076,0.2309,0.1712,2076044,2026174,0.98,11158,Retail + Institutional
2024-12-03,National Bank Financial,32390,38792,0.1725,0.2025,1627692,1648465,0.73,13353,Retail + Institutional
2024-12-03,Canaccord Genuity,30954,44104,0.2364,0.238,6683030,6692504,0.82,12149,Retail + Institutional
2024-12-03,Raymond James,24301,15021,0.1927,0.2083,1716689,1631570,0.86,3017,HNW
2024-12-03,Desjardins Securities,48793,32063,0.1922,0.2488,1645255,1725254,0.95,15436,Institutional
2024-12-03,Laurentian Bank,10364,8423,0.189,0.2068,1899049,1812894,0.74,6997,Institutional
2024-12-03,HSBC Securities,29058,9960,0.1577,0.1659,7527082,7477216,0.76,11417,Retail + Institutional
2024-12-03,GMP Securities,17579,46305,0.1932,0.2339,4940439,4867209,0.8,5328,Retail
2024-12-03,Credential Securities,13139,23557,0.1737,0.2417,2275599,2299506,0.75,6076,Retail + Institutional
2024-12-03,PI Financial,41188,38858,0.2406,0.2361,3108648,3036522,0.91,11122,Institutional
2024-12-03,Industrial Alliance,1438,2759,0.2054,0.2,2066690,2027374,0.91,17761,HNW
2024-12-03,Edward Jones,2624,15009,0.2086,0.2418,1219805,1279915,0.93,14100,Institutional
2024-12-03,UBS Securities,28995,48595,0.1644,0.2031,7517092,7451135,0.98,15319,Retail + Institutional
2024-12-03,Goldman Sachs Canada,18327,3979,0.1989,0.2323,4423754,4393419,0.86,5504,Retail + Institutional
2024-12-03,JP Morgan Canada,45500,35601,0.1512,0.179,8891317,8918075,0.89,10676,Retail
2024-12-03,Morgan Stanley Canada,28847,8627,0.1997,0.2306,9782784,9722228,0.77,3031,HNW
2024-12-03,Merrill Lynch Canada,19479,4388,0.1941,0.1927,7926964,7941725,0.93,7113,Retail + Institutional
2024-12-03,Interactive Brokers Canada,35744,28432,0.18,0.1623,5612286,5572764,0.83,8276,Retail + Institutional
2024-12-04,RBC Capital Markets,10919,21452,0.1592,0.2488,2930063,2940833,0.94,4693,Retail
2024-12-04,CIBC World Markets,37553,42211,0.184,0.1617,7734366,7739036,0.98,7288,Institutional
2024-12-04,TD Securities,41017,13249,0.1775,0.1724,3637217,3703488,0.97,11069,HNW
2024-12-04,BMO Nesbitt Burns,29968,18487,0.1748,0.2431,5407961,5453927,0.91,1705,Retail
2024-12-04,Scotia Capital,2222,47579,0.1881,0.1636,8708697,8644500,0.78,16851,Retail
2024-12-04,National Bank Financial,46520,34676,0.2198,0.2101,6151465,6101864,0.72,19169,HNW
2024-12-04,Canaccord Genuity,42616,2903,0.176,0.2302,5944800,5927895,0.87,10163,Retail
2024-12-04,Raymond James,32662,26513,0.2062,0.1808,3183309,3199167,1.0,13785,Retail
2024-12-04,Desjardins Securities,6989,34013,0.2254,0.1939,8354172,8296933,0.8,7746,Institutional
2024-12-04,Laurentian Bank,7211,45130,0.2485,0.2122,7006992,6977888,0.93,14815,Retail + Institutional
2024-12-04,HSBC Securities,22451,25584,0.1502,0.1616,1026438,978922,0.92,5750,Institutional
2024-12-04,GMP Securities,34731,2056,0.2125,0.2038,7211104,7293383,0.92,18136,Institutional
2024-12-04,Credential Securities,2920,36087,0.1804,0.1501,9850111,9880716,0.93,14647,Retail + Institutional
2024-12-04,PI Financial,10402,7961,0.1782,0.2238,8304865,8384454,0.9,9606,HNW
2024-12-04,Industrial Alliance,6307,15887,0.2132,0.1669,7482476,7435137,0.83,17106,Retail
2024-12-04,Edward Jones,16272,35531,0.2186,0.2045,8357216,8411851,0.97,17610,Institutional
2024-12-04,UBS Securities,43887,23911,0.1611,0.1989,1844533,1898574,0.88,7912,Retail + Institutional
2024-12-04,Goldman Sachs Canada,8024,38108,0.1829,0.2068,8977337,8989387,0.94,7275,Retail
2024-12-04,JP Morgan Canada,19228,41473,0.1866,0.1914,7962472,7911118,0.82,17086,Institutional
2024-12-04,Morgan Stanley Canada,37792,20469,0.234,0.1527,6726188,6661813,0.85,11191,Retail + Institutional
2024-12-04,Merrill Lynch Canada,19826,26082,0.2379,0.1797,5998507,6068255,0.91,16486,Retail + Institutional
2024-12-04,Interactive Brokers Canada,48797,21733,0.1849,0.1842,8990963,9090338,0.78,6896,Retail
2024-12-05,RBC Capital Markets,44975,8109,0.1587,0.2087,3015601,2918700,0.84,15050,HNW
2024-12-05,CIBC World Markets,11004,29853,0.1824,0.243,8474868,8395988,0.85,13005,Institutional
2024-12-05,TD Securities,21548,18036,0.2048,0.2495,6078020,6126835,0.79,17043,HNW
2024-12-05,BMO Nesbitt Burns,18230,25574,0.1612,0.2184,4614460,4630676,0.99,18624,Retail + Institutional
2024-12-05,Scotia Capital,23148,3495,0.1688,0.2426,9292542,9325222,0.83,15195,Institutional
2024-12-05,National Bank Financial,34249,30719,0.2467,0.1627,4381585,4451245,0.73,4597,Retail + Institutional
2024-12-05,Canaccord Genuity,22201,9332,0.1738,0.1651,8205497,8164341,0.97,6671,HNW
2024-12-05,Raymond James,23390,32771,0.1968,0.2099,1946842,1865747,0.75,12531,Retail
2024-12-05,Desjardins Securities,2015,10192,0.2497,0.192,9280647,9353667,0.8,6392,Retail + Institutional
2024-12-05,Laurentian Bank,19352,42654,0.1722,0.1834,4280758,4233567,0.88,13154,Institutional
2024-12-05,HSBC Securities,46456,48390,0.1945,0.1801,3867458,3821610,0.88,3857,Retail
2024-12-05,GMP Securities,6227,25584,0.1606,0.2001,8756830,8756584,0.92,9792,HNW
2024-12-05,Credential Securities,48695,5095,0.2224,0.1558,2521028,2587411,0.89,11411,Retail + Institutional
2024-12-05,PI Financial,25387,23419,0.2213,0.1567,8353512,8284739,0.77,6397,Institutional
2024-12-05,Industrial Alliance,27279,39474,0.2264,0.1561,6752736,6764403,0.87,17509,HNW
2024-12-05,Edward Jones,26450,34045,0.1804,0.2079,6702856,6786578,0.79,3012,Retail + Institutional
2024-12-05,UBS Securities,6203,23067,0.1782,0.1606,4198796,4239790,0.99,14269,Retail + Institutional
2024-12-05,Goldman Sachs Canada,45024,17059,0.2388,0.187,8966280,8984410,0.73,13540,HNW
2024-12-05,JP Morgan Canada,15357,44953,0.1825,0.184,1218583,1226093,0.72,19344,Retail
2024-12-05,Morgan Stanley Canada,27386,1828,0.2359,0.2048,2706797,2635796,0.81,18255,Retail + Institutional
2024-12-05,Merrill Lynch Canada,12407,27481,0.2309,0.2459,8825333,8801288,0.73,10427,Retail + Institutional
2024-12-05,Interactive Brokers Canada,42124,7223,0.2306,0.1922,5685960,5667742,0.83,18443,Institutional
2024-12-06,RBC Capital Markets,37251,44708,0.2341,0.1761,3952617,4038193,0.75,12753,Retail + Institutional
2024-12-06,CIBC World Markets,43431,35693,0.2177,0.1655,7794578,7889250,0.77,6794,HNW
2024-12-06,TD Securities,14070,47975,0.234,0.2349,1086430,1118658,0.78,12844,HNW
2024-12-06,BMO Nesbitt Burns,48978,20383,0.2111,0.1849,3715047,3630069,0.93,18754,Retail + Institutional
2024-12-06,Scotia Capital,8032,33070,0.1875,0.2485,5180573,5086471,0.88,5194,Institutional
2024-12-06,National Bank Financial,15541,34573,0.2425,0.1664,6235721,6177504,0.81,10871,Retail + Institutional
2024-12-06,Canaccord Genuity,38360,28820,0.1998,0.1714,9546359,9521537,0.79,16695,HNW
2024-12-06,Raymond James,48634,2960,0.1988,0.1717,8974483,9044936,0.99,3673,Retail + Institutional
2024-12-06,Desjardins Securities,7219,15379,0.2022,0.2374,9663846,9704185,0.7,12850,HNW
2024-12-06,Laurentian Bank,33670,31395,0.2264,0.2037,2176991,2158160,0.85,18999,Retail + Institutional
2024-12-06,HSBC Securities,3691,24414,0.2424,0.1567,5350966,5401195,0.82,15708,HNW
2024-12-06,GMP Securities,44545,34831,0.1866,0.2335,4808376,4729444,0.91,4862,HNW
2024-12-06,Credential Securities,42616,40051,0.2112,0.1547,8360349,8396510,0.77,16488,HNW
2024-12-06,PI Financial,5010,9657,0.1725,0.2132,8576809,8590788,0.79,16004,HNW
2024-12-06,Industrial Alliance,41023,3753,0.1578,0.1934,7554483,7531789,0.92,5047,Institutional
2024-12-06,Edward Jones,48609,4788,0.1632,0.2103,5003025,4912877,0.72,11197,HNW
2024-12-06,UBS Securities,1921,34763,0.196,0.1924,4930831,4937357,0.93,6818,Retail
2024-12-06,Goldman Sachs Canada,24153,31391,0.2075,0.1644,7619950,7544325,0.72,6343,Institutional
2024-12-06,JP Morgan Canada,32814,19837,0.2064,0.1931,7783165,7840616,0.84,8184,HNW
2024-12-06,Morgan Stanley Canada,44093,27997,0.1655,0.2265,9841398,9799391,0.84,9671,Retail
2024-12-06,Merrill Lynch Canada,44454,35638,0.1644,0.1653,9010089,9004811,0.87,18277,Institutional
2024-12-06,Interactive Brokers Canada,9242,33783,0.1758,0.1923,6407802,6409226,0.78,10338,HNW
2024-12-09,RBC Capital Markets,24412,2877,0.1962,0.1758,6338028,6401767,0.98,3592,Retail
2024-12-09,CIBC World Markets,1406,41095,0.1975,0.198,8153091,8203642,0.87,13965,Retail + Institutional
2024-12-09,TD Securities,13944,32844,0.1831,0.2072,1193495,1156929,0.95,8987,Retail
2024-12-09,BMO Nesbitt Burns,12413,49322,0.2462,0.2378,4739448,4831449,0.88,15849,Institutional
2024-12-09,Scotia Capital,22660,4628,0.2002,0.2323,9501430,9479582,0.9,4070,Retail
2024-12-09,National Bank Financial,31192,45854,0.2364,0.2494,8878794,8924345,0.98,14603,Retail + Institutional
2024-12-09,Canaccord Genuity,10619,6273,0.1784,0.2112,1540088,1596880,0.8,19829,HNW
2024-12-09,Raymond James,45569,12451,0.2241,0.1895,2609771,2522913,0.94,19350,Institutional
2024-12-09,Desjardins Securities,17083,10362,0.2355,0.2239,1411173,1432801,0.9,14007,HNW
2024-12-09,Laurentian Bank,40266,28144,0.214,0.2167,7652916,7713505,0.92,13525,Institutional
2024-12-09,HSBC Securities,23829,46011,0.2347,0.1687,1970162,1897512,0.81,8960,Institutional
2024-12-09,GMP Securities,47641,15695,0.2221,0.2464,6085748,6039345,0.93,8041,HNW
2024-12-09,Credential Securities,45155,9933,0.1691,0.1746,8765620,8840010,0.98,11363,Retail
2024-12-09,PI Financial,42609,21366,0.2365,0.1737,1282333,1262221,0.94,1513,HNW
2024-12-09,Industrial Alliance,4739,19831,0.184,0.2411,2583911,2659260,0.75,6650,HNW
2024-12-09,Edward Jones,19364,36033,0.1798,0.2294,9414762,9410016,0.97,15405,Retail + Institutional
2024-12-09,UBS Securities,7596,6947,0.2341,0.1504,8142571,8058780,0.83,3464,Retail + Institutional
2024-12-09,Goldman Sachs Canada,12035,28570,0.1958,0.172,2693881,2654375,0.97,11165,Retail
2024-12-09,JP Morgan Canada,17286,11774,0.1637,0.2374,6560960,6528224,0.81,15883,HNW
2024-12-09,Morgan Stanley Canada,25809,26834,0.2226,0.2223,4427349,4481285,0.83,13095,Institutional
2024-12-09,Merrill Lynch Canada,35810,36098,0.1871,0.1527,4527624,4566314,0.92,5264,Retail + Institutional
2024-12-09,Interactive Brokers Canada,7553,22946,0.2304,0.2063,1269595,1193856,0.95,6252,HNW
2024-12-10,RBC Capital Markets,17080,11208,0.1859,0.2448,8662209,8696585,0.72,4396,Institutional
2024-12-10,CIBC World Markets,41395,35257,0.2192,0.1609,9577727,9520593,0.84,10358,Retail
2024-12-10,TD Securities,17880,47607,0.2066,0.1891,3834730,3814346,0.81,3319,Retail + Institutional
2024-12-10,BMO Nesbitt Burns,28241,3656,0.157,0.1844,3527704,3532500,0.85,13174,HNW
2024-12-10,Scotia Capital,12157,22432,0.2212,0.2483,4870606,4820988,0.74,7051,Retail
2024-12-10,National Bank Financial,41397,44465,0.1815,0.2129,3576129,3565254,0.79,16160,Institutional
2024-12-10,Canaccord Genuity,3771,37370,0.2001,0.1971,3785978,3854620,0.75,9555,Retail
2024-12-10,Raymond James,16887,3470,0.191,0.2438,4574298,4585497,0.85,10676,Retail + Institutional
2024-12-10,Desjardins Securities,27866,31272,0.1801,0.1738,6858198,6924657,0.96,9694,Institutional
2024-12-10,Laurentian Bank,46862,47674,0.2007,0.2342,2101862,2196062,0.77,19349,Institutional
2024-12-10,HSBC Securities,10691,12709,0.2187,0.1507,7048826,7093211,0.97,15973,Retail + Institutional
2024-12-10,GMP Securities,10786,32515,0.1563,0.1796,9718616,9723513,0.98,15854,HNW
2024-12-10,Credential Securities,32179,35304,0.2298,0.176,1611332,1669372,0.92,19110,Retail
2024-12-10,PI Financial,46521,18249,0.1508,0.1819,1807401,1785064,0.83,6203,HNW
2024-12-10,Industrial Alliance,18227,35621,0.1737,0.1984,3423553,3509894,0.75,7838,HNW
2024-12-10,Edward Jones,36586,18066,0.1886,0.2124,3211643,3276609,0.99,13072,Institutional
2024-12-10,UBS Securities,25666,38381,0.2415,0.2291,2181235,2256686,0.93,3308,Institutional
2024-12-10,Goldman Sachs Canada,6554,23779,0.1753,0.1918,3384525,3320131,0.79,7673,Retail + Institutional
2024-12-10,JP Morgan Canada,9483,32332,0.1755,0.1947,6784812,6718565,0.8,4327,Institutional
2024-12-10,Morgan Stanley Canada,44050,20597,0.1508,0.1858,4158770,4086802,0.8,15768,Retail + Institutional
2024-12-10,Merrill Lynch Canada,48989,2916,0.2436,0.2406,5572205,5589585,0.84,8774,Institutional
2024-12-10,Interactive Brokers Canada,34712,20688,0.2319,0.1618,2229436,2251589,0.91,5703,Institutional
2024-12-11,RBC Capital Markets,23702,46710,0.239,0.185,8335657,8382720,0.8,17347,Retail
2024-12-11,CIBC World Markets,37128,49236,0.2242,0.2205,3248973,3279860,0.91,16620,Institutional
2024-12-11,TD Securities,41565,48919,0.2144,0.1773,2958438,2979099,0.8,7591,Retail + Institutional
2024-12-11,BMO Nesbitt Burns,45987,16613,0.2419,0.2042,9781707,9726734,0.73,10339,Retail + Institutional
2024-12-11,Scotia Capital,15001,15239,0.1647,0.2238,1564265,1575106,0.81,11162,HNW
2024-12-11,National Bank Financial,39537,18033,0.2451,0.1606,5491554,5452397,0.77,19665,Institutional
2024-12-11,Canaccord Genuity,10302,26799,0.1973,0.1655,2925998,2950189,0.71,9512,Retail + Institutional
2024-12-11,Raymond James,23068,13603,0.1966,0.1829,2581558,2534013,0.78,13428,Retail + Institutional
2024-12-11,Desjardins Securities,36542,5416,0.1521,0.1522,2785467,2872668,0.79,8380,HNW
2024-12-11,Laurentian Bank,34897,8505,0.1975,0.2084,5606927,5607772,0.73,8039,HNW
2024-12-11,HSBC Securities,47241,48749,0.1593,0.2428,4186413,4224905,0.87,2500,HNW
2024-12-11,GMP Securities,37686,46586,0.174,0.2496,6012919,6062180,0.99,11437,Retail + Institutional
2024-12-11,Credential Securities,28052,25760,0.1804,0.1647,4898210,4959769,0.9,16823,HNW
2024-12-11,PI Financial,31703,41500,0.1925,0.1547,3263911,3181846,0.9,10156,Retail + Institutional
2024-12-11,Industrial Alliance,13069,47125,0.2389,0.1593,1581359,1668350,0.96,17417,Institutional
2024-12-11,Edward Jones,35333,10423,0.2289,0.1579,2734969,2834757,0.91,17663,Retail
2024-12-11,UBS Securities,14181,16438,0.1913,0.1596,7384755,7456275,0.96,1506,Institutional
2024-12-11,Goldman Sachs Canada,11459,4573,0.2447,0.1686,3138082,3094812,0.75,19224,Retail
2024-12-11,JP Morgan Canada,48177,27370,0.2272,0.1599,1062277,1082467,0.76,15534,Institutional
2024-12-11,Morgan Stanley Canada,35914,43153,0.1589,0.182,6156198,6187282,0.97,10754,Institutional
2024-12-11,Merrill Lynch Canada,24321,33622,0.2261,0.2402,1797824,1821976,0.73,8417,Retail + Institutional
2024-12-11,Interactive Brokers Canada,22046,41285,0.2377,0.2318,5777031,5729748,0.87,7387,HNW
2024-12-12,RBC Capital Markets,19138,7082,0.1635,0.2417,9350627,9429403,0.88,13121,Retail + Institutional
2024-12-12,CIBC World Markets,7241,18028,0.1804,0.1852,7168533,7211231,0.85,17353,Institutional
2024-12-12,TD Securities,13604,36592,0.2074,0.2457,3512243,3556772,0.86,19651,Retail + Institutional
2024-12-12,BMO Nesbitt Burns,3912,3896,0.1567,0.2209,8008258,7931463,0.83,13436,Retail + Institutional
2024-12-12,Scotia Capital,46503,11839,0.1791,0.1855,3372118,3294316,0.96,16789,Retail
2024-12-12,National Bank Financial,35721,33403,0.2435,0.2023,4712852,4673836,0.91,7927,Institutional
2024-12-12,Canaccord Genuity,30008,6193,0.1828,0.1824,2134332,2169477,0.83,19832,Retail + Institutional
2024-12-12,Raymond James,11368,10422,0.196,0.2044,4901003,4806673,0.92,18190,Institutional
2024-12-12,Desjardins Securities,17394,36329,0.239,0.2461,5445688,5469353,0.85,14054,Retail + Institutional
2024-12-12,Laurentian Bank,43244,18117,0.1983,0.2467,8293013,8363379,0.82,10887,Retail
2024-12-12,HSBC Securities,8534,26175,0.1815,0.2413,9739664,9654721,0.77,18329,Retail + Institutional
2024-12-12,GMP Securities,49174,31443,0.1876,0.1747,1769154,1678779,0.71,1503,Retail + Institutional
2024-12-12,Credential Securities,44665,14747,0.1702,0.1691,5035011,5071025,0.71,15427,HNW
2024-12-12,PI Financial,7122,26777,0.2351,0.2326,5087773,5088588,0.89,19809,HNW
2024-12-12,Industrial Alliance,28921,18032,0.1769,0.218,1410511,1344542,0.85,8951,HNW
2024-12-12,Edward Jones,12630,39611,0.2429,0.23,9629418,9714973,0.9,1697,Retail + Institutional
2024-12-12,UBS Securities,47528,16572,0.1716,0.1547,8106436,8033215,0.92,6673,Retail
2024-12-12,Goldman Sachs Canada,24846,11397,0.2215,0.2481,8824988,8755238,0.78,4489,HNW
2024-12-12,JP Morgan Canada,48426,32361,0.1592,0.1667,2113320,2108946,0.9,13481,Retail
2024-12-12,Morgan Stanley Canada,20460,11280,0.1966,0.2364,2969525,2940417,0.77,10029,Institutional
2024-12-12,Merrill Lynch Canada,8517,25452,0.1949,0.2081,4778858,4774207,0.81,6780,Institutional
2024-12-12,Interactive Brokers Canada,22441,9525,0.1545,0.1629,6898152,6799976,0.75,18536,Retail + Institutional
2024-12-13,RBC Capital Markets,30715,42146,0.1584,0.1514,8404101,8450665,0.79,7469,HNW
2024-12-13,CIBC World Markets,18690,20659,0.1585,0.23,4589055,4653218,0.83,14796,Retail
2024-12-13,TD Securities,32445,29424,0.153,0.1987,2426280,2422441,0.96,17518,Institutional
2024-12-13,BMO Nesbitt Burns,20946,23792,0.1576,0.2118,5430652,5394933,0.76,16128,HNW
